column_name,distinct_comment_count,involved_comments,involved_tables,risk_level,recommendation,note
m7_value,6,【PS】悬浮物日平均值 / 【PQ】氯化氢日平均值 ||| m7_value ||| 【PS】悬浮物月平均值 / 【PQ】氯化氢月平均值 ||| 蒸发量（单位mm/m2） ||| 高锰酸盐指数监测值 ||| 高锰酸盐指数阈值(mg/L),"rs_wastewater_day_records, rs_wastewater_hour_records, rs_wastewater_month_records, wh_hydrological_day_records, wh_hydrological_hour_records, wh_meteorological_day_records, wh_meteorological_hour_records, wm_waterquality_day_records, wm_waterquality_hour_records, wm_waterquality_month_records, wm_waterquality_threshold, wm_waterquality_year_records",high,keep_original_comments_no_revision — train_only_with_table_context,不改写任何原始注释，不统一注释。训练时必须带 table_name/table_comment/schema context。
m8_count,3,m8 当日有效数据计数 ||| m8 当月有效数据计数 ||| 记录数8,"rs_wastewater_day_records, rs_wastewater_month_records, wh_hydrological_day_records, wh_meteorological_day_records, wm_waterquality_day_records, wm_waterquality_month_records, wm_waterquality_year_records",high,keep_original_comments_no_revision — train_only_with_table_context,不改写任何原始注释，不统一注释。训练时必须带 table_name/table_comment/schema context。
m8_status,2,m8_status ||| 监测结果：0 正常、1 超标,"rs_wastewater_hour_records, wm_waterquality_hour_records",high,keep_original_comments_no_revision — train_only_with_table_context,不改写任何原始注释，不统一注释。训练时必须带 table_name/table_comment/schema context。
m8_value,6,"【PS】余氯日平均值 / 【PQ】非甲烷总烃日平均值 ||| m8_value ||| 【PS】余氯月平均值 / 【PQ】非甲烷总烃月平均
 值 ||| 小时降雨量（mm） ||| 总磷监测值 ||| 总磷阈值(mg/L)","rs_wastewater_day_records, rs_wastewater_hour_records, rs_wastewater_month_records, wh_hydrological_day_records, wh_hydrological_hour_records, wh_meteorological_day_records, wh_meteorological_hour_records, wm_waterquality_day_records, wm_waterquality_hour_records, wm_waterquality_month_records, wm_waterquality_threshold, wm_waterquality_year_records",high,keep_original_comments_no_revision — train_only_with_table_context,不改写任何原始注释，不统一注释。训练时必须带 table_name/table_comment/schema context。
m9_count,3,m9 当日有效数据计数 ||| m9 当月有效数据计数 ||| 记录数9,"rs_wastewater_day_records, rs_wastewater_month_records, wh_hydrological_day_records, wh_meteorological_day_records, wm_waterquality_day_records, wm_waterquality_month_records, wm_waterquality_year_records",high,keep_original_comments_no_revision — train_only_with_table_context,不改写任何原始注释，不统一注释。训练时必须带 table_name/table_comment/schema context。
m9_status,2,m9_status ||| 监测结果：0 正常、1 超标,"rs_wastewater_hour_records, wm_waterquality_hour_records",high,keep_original_comments_no_revision — train_only_with_table_context,不改写任何原始注释，不统一注释。训练时必须带 table_name/table_comment/schema context。
m9_value,6,【PS】六价铬日平均值 / 【PQ】苯日平均值 ||| m9_value ||| 【PS】六价铬月平均值 / 【PQ】苯月平均值 ||| 24小时降雨量（mm） ||| 总氮监测值 ||| 总氮阈值(mg/L),"rs_wastewater_day_records, rs_wastewater_hour_records, rs_wastewater_month_records, wh_hydrological_day_records, wh_hydrological_hour_records, wh_meteorological_day_records, wh_meteorological_hour_records, wm_waterquality_day_records, wm_waterquality_hour_records, wm_waterquality_month_records, wm_waterquality_threshold, wm_waterquality_year_records",high,keep_original_comments_no_revision — train_only_with_table_context,不改写任何原始注释，不统一注释。训练时必须带 table_name/table_comment/schema context。
metadata_json,6,扩展属性JSON，用于存储行业类型、污染物类型、许可证号、联系人、监测因子等扩展信息 ||| 扩展信息，例如备注、导入来源、原始字段等 ||| 扩展属性JSON，用于存储挂接算法参数、候选边、候选节点等信息 ||| 扩展属性JSON ||| 扩展属性JSON，用于存储外部系统ID、原始导入字段等不常用于查询的内容 ||| 扩展属性JSON，用于存储管径、材质、坡度、流速、原始河段编码等扩展信息,"wst_asset, wst_asset_relation, wst_asset_trace_snap, wst_asset_type_dict, wst_control_zone, wst_trace_edge, wst_trace_node",high,keep_original_comments_no_revision — train_only_with_table_context,不改写任何原始注释，不统一注释。训练时必须带 table_name/table_comment/schema context。
meteorological_indicator_codes,2,气象监测指标编号集合，逗号连接 ||| 气象监测指标id集合，逗号连接,"wm_meteorological_info, wm_station_info",high,keep_original_comments_no_revision — train_only_with_table_context,不改写任何原始注释，不统一注释。训练时必须带 table_name/table_comment/schema context。
mmsi,2,海上移动识别码 ||| mmsi,"stg_sjtysj_cbwrwxtzlxxxt_b_receive_ship_info_df, stg_ycsjtysj_sxhyzssj_data_ship_info_df",high,keep_original_comments_no_revision — train_only_with_table_context,不改写任何原始注释，不统一注释。训练时必须带 table_name/table_comment/schema context。
monitor_time,2,最新时间 ||| 监测时间,"day_quality_records, wh_hydrological_day_records, wh_hydrological_hour_records, wh_hydrological_records_1, wh_meteorological_day_records, wh_meteorological_hour_records, wh_meteorological_records_1, wm_waterquality_day_records, wm_waterquality_hour_records, wm_waterquality_month_records, wm_waterquality_year_records",high,keep_original_comments_no_revision — train_only_with_table_context,不改写任何原始注释，不统一注释。训练时必须带 table_name/table_comment/schema context。
month,2,"日期 ||| 月份：0,1,2,3,4,5,6,7,8,9,10,11,12（0表示全年）","stg_sjtysj_cbwrwxtzlxxxt_b_month_receive_ship_kpi_df, wm_section_wq_info",high,keep_original_comments_no_revision — train_only_with_table_context,不改写任何原始注释，不统一注释。训练时必须带 table_name/table_comment/schema context。
name,14,名称 ||| 分区名称 ||| 关键字或文件名(不含后缀) ||| 磷石膏库名称 ||| 污染源名称 ||| 养殖场名称 ||| 企业名称 ||| 流域名称 ||| 船名 ||| 设备名称 ||| 目录名称 ||| 视频名称 ||| 水源名称 ||| 服务名称,"dc_survey_info, gis_poi, gis_watershed_partition, gis_watershed_partition_3, gis_watershed_partition_4, layer_partition_2, layer_partition_3, metadata_view, rs_enterprise_info_lsg, rs_enterprise_info_wade, rs_industrial_info_yc, rs_industrial_info_yc_bak0305, rs_livestock_info_yc, rs_sewage_info_yc, se_watershed, stg_ycsjtysj_sxhyzssj_data_ship_info_df, wm_camera_platform, wm_directory, wm_panorama_video, wm_uav_info, wm_water_intake, wm_water_source, wm_water_source_bak0421, wm_water_source_intake_v2, wm_water_source_zone_v2, wt_service_directory",high,keep_original_comments_no_revision — train_only_with_table_context,不改写任何原始注释，不统一注释。训练时必须带 table_name/table_comment/schema context。
node_type,2,节点类型，例如 river_node、pipe_node、outfall_snap_node、section_snap_node、intake_snap_node、gate_node、park_outlet_node ||| 节点类型：0 目录、1 服务,"wst_trace_node, wt_service_directory",high,keep_original_comments_no_revision — train_only_with_table_context,不改写任何原始注释，不统一注释。训练时必须带 table_name/table_comment/schema context。
note,3,流域介绍 ||| 监视点介绍 ||| 备注,"stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_bas_base_df, stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_wmst_base_df, stg_sslhhpj_hbsxkqycszhslzhglptjsxm_rcm_rv_lk_res_df",high,keep_original_comments_no_revision — train_only_with_table_context,不改写任何原始注释，不统一注释。训练时必须带 table_name/table_comment/schema context。
num,2,点位编号 ||| 数量,"dc_survey_track, stg_sjtysj_cbwrwxtzlxxxt_p_apply_detail_df, stg_sjtysj_cbwrwxtzlxxxt_p_ashore_apply_df",high,keep_original_comments_no_revision — train_only_with_table_context,不改写任何原始注释，不统一注释。训练时必须带 table_name/table_comment/schema context。
optype,2,操作类型:(0-初始 1-新增 2-修改 3-删除) ||| 操作类型(0-初始 1-新增 2-修改 3-删除),"stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_bas_base_df, stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_wmst_base_df",high,keep_original_comments_no_revision — train_only_with_table_context,不改写任何原始注释，不统一注释。训练时必须带 table_name/table_comment/schema context。
orgid,2,用于数据权限，取行政区代码，省级用2位，地市用4位，区县用6位 ||| 所属机构ID,"stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df, stg_ycssthjj_wryzxjkpt_t_zxjc_s_w_1_df",high,keep_original_comments_no_revision — train_only_with_table_context,不改写任何原始注释，不统一注释。训练时必须带 table_name/table_comment/schema context。
outlet_id,2,关联排污口ID ||| 污染源id,"rs_outlet_live_v2, rs_outlet_monitor_v2, rs_outlet_remediation_v2, rs_outlet_trace_v2, rs_pollutant_info",high,keep_original_comments_no_revision — train_only_with_table_context,不改写任何原始注释，不统一注释。训练时必须带 table_name/table_comment/schema context。
parent_id,2,父目录ID，根目录为null ||| 上级分区ID，一级分区为空,"wm_directory, wst_control_zone",high,keep_original_comments_no_revision — train_only_with_table_context,不改写任何原始注释，不统一注释。训练时必须带 table_name/table_comment/schema context。
pdf_img_url,3,pdf图片地址 ||| 联单图片 ||| pdf处置联单图片地址,"stg_sjtysj_cbwrwxtzlxxxt_p_ashore_apply_df, stg_sjtysj_cbwrwxtzlxxxt_p_handover_trans_df, stg_sjtysj_cbwrwxtzlxxxt_p_trans_apply_df",high,keep_original_comments_no_revision — train_only_with_table_context,不改写任何原始注释，不统一注释。训练时必须带 table_name/table_comment/schema context。
pfl,3,日排流量（各小时排流量的累加值） ||| 排放量 ||| 月排流量（各日排流量的累加值）,"rs_wastewater_day_records, rs_wastewater_hour_records, rs_wastewater_month_records",high,keep_original_comments_no_revision — train_only_with_table_context,不改写任何原始注释，不统一注释。训练时必须带 table_name/table_comment/schema context。
pfl_count,2,日排流量有效数据计数（参与累加的小时数） ||| 月排流量有效数据计数（参与累加的天数）,"rs_wastewater_day_records, rs_wastewater_month_records",high,keep_original_comments_no_revision — train_only_with_table_context,不改写任何原始注释，不统一注释。训练时必须带 table_name/table_comment/schema context。
pid,2,照片关联的id ||| 父id,"wm_image_info, wt_service_directory",high,keep_original_comments_no_revision — train_only_with_table_context,不改写任何原始注释，不统一注释。训练时必须带 table_name/table_comment/schema context。
pipe_network,2,管网是否接入，0为未接入，1为接入 ||| 管网,"stg_sjtysj_cbwrwxtzlxxxt_b_wharf_info_df, stg_sjtysj_cbwrwxtzlxxxt_p_trans_apply_df",high,keep_original_comments_no_revision — train_only_with_table_context,不改写任何原始注释，不统一注释。训练时必须带 table_name/table_comment/schema context。
poll_num,2,垃圾数量 ||| 污染物数据量,"stg_sjtysj_cbwrwxtzlxxxt_p_trans_apply_df, stg_sjtysj_cbwrwxtzlxxxt_p_wharf_storage_df",high,keep_original_comments_no_revision — train_only_with_table_context,不改写任何原始注释，不统一注释。训练时必须带 table_name/table_comment/schema context。
poll_type,3,污染物类型 ||| 船舶类型 ||| 垃圾类型,"stg_sjtysj_cbwrwxtzlxxxt_p_apply_detail_df, stg_sjtysj_cbwrwxtzlxxxt_p_ashore_apply_df, stg_sjtysj_cbwrwxtzlxxxt_p_handover_trans_df, stg_sjtysj_cbwrwxtzlxxxt_p_trans_apply_df, stg_sjtysj_cbwrwxtzlxxxt_p_wharf_storage_df",high,keep_original_comments_no_revision — train_only_with_table_context,不改写任何原始注释，不统一注释。训练时必须带 table_name/table_comment/schema context。
poll_unit,2,垃圾数量单位 ||| 污染物单位,"stg_sjtysj_cbwrwxtzlxxxt_p_trans_apply_df, stg_sjtysj_cbwrwxtzlxxxt_p_wharf_storage_df",high,keep_original_comments_no_revision — train_only_with_table_context,不改写任何原始注释，不统一注释。训练时必须带 table_name/table_comment/schema context。
pollutant_id,3,"污染源id，warn_type为3时 ||| 排污口/排气口ID（关联
 rs_pollutant_info.id） ||| 污染源id","rs_warn_records, rs_wastewater_day_records, rs_wastewater_hour_records, rs_wastewater_month_records, wm_hydrological_info, wm_meteorological_info, wm_station_info",high,keep_original_comments_no_revision — train_only_with_table_context,不改写任何原始注释，不统一注释。训练时必须带 table_name/table_comment/schema context。
process_unit_id,2,所属单位id ||| 处置单位id,"stg_sjtysj_cbwrwxtzlxxxt_b_transfer_car_df, stg_sjtysj_cbwrwxtzlxxxt_p_trans_apply_df",high,keep_original_comments_no_revision — train_only_with_table_context,不改写任何原始注释，不统一注释。训练时必须带 table_name/table_comment/schema context。
protect_level,2,保护等级 ||| 保护区级别：1、2、3,"wm_uav_info, wm_water_source",high,keep_original_comments_no_revision — train_only_with_table_context,不改写任何原始注释，不统一注释。训练时必须带 table_name/table_comment/schema context。
receive_num,3,接受单次 ||| 接收单数 ||| 接收工单号,"stg_sjtysj_cbwrwxtzlxxxt_b_coordination_index_df, stg_sjtysj_cbwrwxtzlxxxt_b_order_receive_minute_df, stg_sjtysj_cbwrwxtzlxxxt_p_ashore_apply_df",high,keep_original_comments_no_revision — train_only_with_table_context,不改写任何原始注释，不统一注释。训练时必须带 table_name/table_comment/schema context。
receive_ship_name,3,接收船舶名称 ||| 接收船舶名 ||| 接收船名,"stg_sjtysj_cbwrwxtzlxxxt_b_day_receive_ship_kpi_df, stg_sjtysj_cbwrwxtzlxxxt_b_month_receive_ship_kpi_df, stg_sjtysj_cbwrwxtzlxxxt_p_ashore_apply_df, stg_sjtysj_cbwrwxtzlxxxt_p_wharf_storage_df",high,keep_original_comments_no_revision — train_only_with_table_context,不改写任何原始注释，不统一注释。训练时必须带 table_name/table_comment/schema context。
record_type,4,记录类型：0-自动、1-手动 ||| 记录类型：0-正常统计，1-补录 ||| 记录类型：0自动、1手工 ||| 记录类型：0 自动、1 手工,"rs_pollutant_enterprise, rs_pollutant_info, rs_wastewater_day_records, rs_wastewater_hour_records, rs_wastewater_month_records, wh_hydrological_day_records, wh_hydrological_hour_records, wh_hydrological_records_1, wh_meteorological_day_records, wh_meteorological_hour_records, wh_meteorological_records_1, wm_waterquality_hour_records, wm_waterquality_month_records, wm_waterquality_year_records",high,keep_original_comments_no_revision — train_only_with_table_context,不改写任何原始注释，不统一注释。训练时必须带 table_name/table_comment/schema context。
region_code,4,行政区编码 ||| 行政区划编码 ||| 所属区域Code ||| 行政区代码,"gis_poi, gis_region_city, gis_region_county, gis_region_township, rs_enterprise_info_lsg, rs_enterprise_info_wade, rs_industrial_info_yc, rs_industrial_info_yc_bak0305, rs_livestock_info_yc, rs_sewage_info_yc, rs_sewage_park_info, se_watershed, wm_station_info_v2, wm_water_intake, wm_water_source, wm_water_source_intake_v2, wm_water_source_zone_v2",high,keep_original_comments_no_revision — train_only_with_table_context,不改写任何原始注释，不统一注释。训练时必须带 table_name/table_comment/schema context。
region_name,2,行政区划名称 ||| 行政区名称,"gis_region_city, gis_region_county, gis_region_township, layer_boundary_park, rs_enterprise_info_lsg, rs_enterprise_info_wade, rs_industrial_info_yc, rs_industrial_info_yc_bak0305, rs_livestock_info_yc, rs_sewage_info_yc, rs_sewage_park_info, wm_station_info_v2, wm_water_intake, wm_water_source",high,keep_original_comments_no_revision — train_only_with_table_context,不改写任何原始注释，不统一注释。训练时必须带 table_name/table_comment/schema context。
relation_subtype,2,关系子类编码，对应 wst_relation_subtype_dict.relation_subtype ||| 关系子类编码，例如 enterprise_outfall,"wst_asset_relation, wst_relation_subtype_dict",high,keep_original_comments_no_revision — train_only_with_table_context,不改写任何原始注释，不统一注释。训练时必须带 table_name/table_comment/schema context。
remark,2,备注 ||| 备注信息,"dc_survey_info, dc_survey_task, gis_control_unit, gis_poi, gis_watershed_partition, layer_entity_process, rs_outlet_monitor_v2, rs_sewage_park_info, rs_wastewater_month_records, stg_sjtysj_cbwrwxtzlxxxt_p_apply_detail_df, stg_sjtysj_cbwrwxtzlxxxt_p_ashore_apply_df, wm_camera_info, wm_camera_platform, wm_hydrological_info, wm_meteorological_info, wm_section_info, wm_station_info, wm_station_info_v2, wm_uav_info, wm_water_intake, wm_water_source, wm_water_source_bak0421, wm_water_source_intake_v2, wm_water_source_zone_v2, wm_waterquality_month_records, wm_waterquality_year_records, wst_asset, wst_asset_trace_snap, wst_asset_type_dict, wst_control_zone, wst_trace_edge, wst_trace_node, wt_service_directory",high,keep_original_comments_no_revision — train_only_with_table_context,不改写任何原始注释，不统一注释。训练时必须带 table_name/table_comment/schema context。
river_code,2,关联河流编码 ||| 河流编码,"wst_asset, wst_trace_edge",high,keep_original_comments_no_revision — train_only_with_table_context,不改写任何原始注释，不统一注释。训练时必须带 table_name/table_comment/schema context。
river_name,3,河流名称 ||| 河流名 ||| 关联河流名称,"se_watershed_river, stg_ycsjtysj_sxhyzssj_base_channel_df, wst_asset, wst_trace_edge",high,keep_original_comments_no_revision — train_only_with_table_context,不改写任何原始注释，不统一注释。训练时必须带 table_name/table_comment/schema context。
river_system_code,2,水系代码 ||| 水系编码,"wm_water_source, wm_water_source_bak0421, wst_control_zone",high,keep_original_comments_no_revision — train_only_with_table_context,不改写任何原始注释，不统一注释。训练时必须带 table_name/table_comment/schema context。
seal_img_url,2,图片路径 ||| 印章图片路径,"stg_sjtysj_cbwrwxtzlxxxt_b_clean_company_df, stg_sjtysj_cbwrwxtzlxxxt_b_process_unit_info_df, stg_sjtysj_cbwrwxtzlxxxt_b_wharf_info_df",high,keep_original_comments_no_revision — train_only_with_table_context,不改写任何原始注释，不统一注释。训练时必须带 table_name/table_comment/schema context。
section_name,2,对应断面名称 ||| 断面名称,"gis_watershed_partition_4, wm_section_info, wm_station_info_v2",high,keep_original_comments_no_revision — train_only_with_table_context,不改写任何原始注释，不统一注释。训练时必须带 table_name/table_comment/schema context。
sewage_type,2,污水类型 ||| 污水处理厂类型：0-工业、1-生活,"rs_outlet, rs_sewage_park_info",high,keep_original_comments_no_revision — train_only_with_table_context,不改写任何原始注释，不统一注释。训练时必须带 table_name/table_comment/schema context。
short_name,2,简称 ||| 站点简称,"wm_hydrological_info, wm_meteorological_info, wm_station_info, wm_station_info_v2",high,keep_original_comments_no_revision — train_only_with_table_context,不改写任何原始注释，不统一注释。训练时必须带 table_name/table_comment/schema context。
sjly,2,数据采集来源（代码集：SJGL_SJLY） ||| 数据来源,"stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df, stg_ycssthjj_wryzxjkpt_t_zxjc_s_w_1_df",high,keep_original_comments_no_revision — train_only_with_table_context,不改写任何原始注释，不统一注释。训练时必须带 table_name/table_comment/schema context。
sort,3,排序 ||| 排序值 ||| 排序号,"stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_bas_base_df, wm_directory, wt_service_directory",high,keep_original_comments_no_revision — train_only_with_table_context,不改写任何原始注释，不统一注释。训练时必须带 table_name/table_comment/schema context。
sort_order,2,序号 ||| 排序号,"stg_sslhhpj_hbsxkqycszhslzhglptjsxm_rcm_rv_lk_res_df, wst_relation_subtype_dict, wst_relation_type_dict",high,keep_original_comments_no_revision — train_only_with_table_context,不改写任何原始注释，不统一注释。训练时必须带 table_name/table_comment/schema context。
source,4,"来源 ||| 数据来源:(数据中台,水旱灾害防御) ||| 数据来源名称(数据中台,数据填报) ||| 起点拓扑节点ID，关联 wst_trace_node.id，约定为默认水流方向的上游节点","stg_sjtysj_cbwrwxtzlxxxt_p_ashore_apply_df, stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_bas_base_df, stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_wmst_base_df, wst_trace_edge",high,keep_original_comments_no_revision — train_only_with_table_context,不改写任何原始注释，不统一注释。训练时必须带 table_name/table_comment/schema context。
source_asset_id,2,源资产ID，对应 wst_asset.id ||| 来源资产ID，如果该节点由某个资产生成，可关联 wst_asset.id,"wst_asset_relation, wst_trace_node",high,keep_original_comments_no_revision — train_only_with_table_context,不改写任何原始注释，不统一注释。训练时必须带 table_name/table_comment/schema context。
source_system,2,数据来源系统，例如 manual=手工录入，permit=排污许可系统，monitor=监测系统，gis=GIS导入 ||| 数据来源系统,"wst_asset, wst_trace_node",high,keep_original_comments_no_revision — train_only_with_table_context,不改写任何原始注释，不统一注释。训练时必须带 table_name/table_comment/schema context。
source_type,3,水源类型 ||| 水源地类型（河流型；湖库型；地下水型） ||| 关系来源，可选 manual、import、spatial、system,"wm_water_source, wm_water_source_bak0421, wm_water_source_intake_v2, wm_water_source_zone_v2, wst_asset_relation",high,keep_original_comments_no_revision — train_only_with_table_context,不改写任何原始注释，不统一注释。训练时必须带 table_name/table_comment/schema context。
ssqx,2,所属区县 ||| 符合GB/T 2260-2019行政区代码表，如：440305,"rs_pollutant_enterprise, stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df, stg_ycssthjj_lysthjjkyjpt_t_sjzx_szzdjcz_df",high,keep_original_comments_no_revision — train_only_with_table_context,不改写任何原始注释，不统一注释。训练时必须带 table_name/table_comment/schema context。
station_code,3,水位站编码 ||| 气象编码 ||| 站点编码,"wm_hydrological_info, wm_meteorological_info, wm_station_info, wm_station_info_v2",high,keep_original_comments_no_revision — train_only_with_table_context,不改写任何原始注释，不统一注释。训练时必须带 table_name/table_comment/schema context。
station_id,4,站点id ||| 站点id，warn_type为0时 ||| 所属站点id ||| 监测站id,"day_quality_records, day_quality_setting, rs_warn_records, wh_hydrological_day_records, wh_hydrological_hour_records, wh_hydrological_records_1, wh_meteorological_day_records, wh_meteorological_hour_records, wh_meteorological_predict_day_records, wh_meteorological_predict_hour_records, wh_meteorological_records_1, wm_waterquality_day_records, wm_waterquality_hour_records, wm_waterquality_month_records, wm_waterquality_threshold, wm_waterquality_year_records",high,keep_original_comments_no_revision — train_only_with_table_context,不改写任何原始注释，不统一注释。训练时必须带 table_name/table_comment/schema context。
station_level,2,站点的级别(省站1|市站2) ||| 站点的级别：1-省站、2-市站,"wm_station_info, wm_station_info_v2",high,keep_original_comments_no_revision — train_only_with_table_context,不改写任何原始注释，不统一注释。训练时必须带 table_name/table_comment/schema context。
station_name,2,监测站点名称 ||| 站点名称,"wm_hydrological_info, wm_meteorological_info, wm_station_info, wm_station_info_v2",high,keep_original_comments_no_revision — train_only_with_table_context,不改写任何原始注释，不统一注释。训练时必须带 table_name/table_comment/schema context。
station_type,2,站类型(岸基站1|浮船站2) ||| 站类型：1-岸基站、2-浮船站,"wm_hydrological_info, wm_meteorological_info, wm_station_info, wm_station_info_v2",high,keep_original_comments_no_revision — train_only_with_table_context,不改写任何原始注释，不统一注释。训练时必须带 table_name/table_comment/schema context。
status,16,"任务状态: 0-进行中, 1-已暂停, 2-已结束 ||| 当日综合状态：nobeyond-正常，below-偏低
 ，beyond-超标 ||| 监测结果：0正常、1偏高、2偏低 ||| 当月综合状态：nobeyond-正常，below-偏低
 ，beyond-超标 ||| 0冻结、1离线、2空闲、3作业中 ||| 垃圾申请状态
djd: 待接单
yjd:已接单
yjs:已接收
ycjt:已处结
qx:取消
yzy:已转运
bfzy:不转运 ||| 状态： dzy、yjs、yzy ||| 待转运：创建完成后变成待转运状态，只有此状态下可修改 ||| 转运状态 ||| 固定源状态（代码集：WRY_GDYZT） ||| 监测结果：0 正常、1 超标 ||| 状态：active=启用，disabled=停用，candidate=候选，invalid=无效 ||| 状态，可选 confirmed、candidate、disabled ||| 状态：active=启用，disabled=停用 ||| 状态，active 表示启用 ||| 状态：active=启用，disabled=停用，split=已拆分，invalid=无效","dc_survey_task, rs_wastewater_day_records, rs_wastewater_hour_records, rs_wastewater_month_records, stg_sjtysj_cbwrwxtzlxxxt_b_receive_ship_info_df, stg_sjtysj_cbwrwxtzlxxxt_p_ashore_apply_df, stg_sjtysj_cbwrwxtzlxxxt_p_handover_trans_df, stg_sjtysj_cbwrwxtzlxxxt_p_trans_apply_df, stg_sjtysj_cbwrwxtzlxxxt_p_wharf_storage_df, stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df, wm_waterquality_hour_records, wst_asset, wst_asset_relation, wst_asset_type_dict, wst_control_zone, wst_relation_subtype_dict, wst_relation_type_dict, wst_trace_edge, wst_trace_node",high,keep_original_comments_no_revision — train_only_with_table_context,不改写任何原始注释，不统一注释。训练时必须带 table_name/table_comment/schema context。
storage_no,2,存储单号 ||| 存储编号,"stg_sjtysj_cbwrwxtzlxxxt_p_receive_storage_df, stg_sjtysj_cbwrwxtzlxxxt_p_wharf_storage_df",high,keep_original_comments_no_revision — train_only_with_table_context,不改写任何原始注释，不统一注释。训练时必须带 table_name/table_comment/schema context。
task_id,4,APP巡查：任务id ||| 任务ID：关联的巡查任务ID ||| 任务ID ||| 巡查任务ID,"dc_survey_info, dc_survey_offline_sync, dc_survey_task_instance, dc_survey_track",high,keep_original_comments_no_revision — train_only_with_table_context,不改写任何原始注释，不统一注释。训练时必须带 table_name/table_comment/schema context。
task_instance_id,2,APP巡查：巡查任务实例id ||| 实例ID,"dc_survey_info, dc_survey_track",high,keep_original_comments_no_revision — train_only_with_table_context,不改写任何原始注释，不统一注释。训练时必须带 table_name/table_comment/schema context。
telephone,2,电话 ||| 固定电话,"gis_poi, stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df",high,keep_original_comments_no_revision — train_only_with_table_context,不改写任何原始注释，不统一注释。训练时必须带 table_name/table_comment/schema context。
timestamp,3,统计日期（当日00:00:00） ||| 数据时间 ||| 统计月份起始时间（当月第一天00:00:00）,"rs_wastewater_day_records, rs_wastewater_hour_records, rs_wastewater_month_records",high,keep_original_comments_no_revision — train_only_with_table_context,不改写任何原始注释，不统一注释。训练时必须带 table_name/table_comment/schema context。
title,2,标题：对应调研的名称 ||| 巡查标题,"dc_survey_info, dc_survey_task",high,keep_original_comments_no_revision — train_only_with_table_context,不改写任何原始注释，不统一注释。训练时必须带 table_name/table_comment/schema context。
township,2,乡镇(街道) ||| 乡镇,"rs_outlet_info_v2, wm_water_intake, wm_water_source_intake_v2, wm_water_source_zone_v2",high,keep_original_comments_no_revision — train_only_with_table_context,不改写任何原始注释，不统一注释。训练时必须带 table_name/table_comment/schema context。
trans_no,3,转运单号 ||| 转运申请编号 ||| 转运编号,"stg_sjtysj_cbwrwxtzlxxxt_p_handover_trans_df, stg_sjtysj_cbwrwxtzlxxxt_p_trans_apply_detail_df, stg_sjtysj_cbwrwxtzlxxxt_p_trans_apply_df",high,keep_original_comments_no_revision — train_only_with_table_context,不改写任何原始注释，不统一注释。训练时必须带 table_name/table_comment/schema context。
type,10,"类型：0 零点核查数据、1 跨度核查数据 ||| 类型（工业、规上畜禽、规下畜禽、水产养殖、排污口、污水处理厂、厕污垃、河道情况、其他） ||| 类型：PS-排水口，PQ-排气口 ||| 类型：PS-排水口、PQ-排气口 ||| 排放口类型：PS 排水口、PQ 排气口 ||| js:接收行明细、cc:存储单 ||| 取水管道类型（1.主管,2.备管,3.季节性取水） ||| 船舶大类 ||| 目录类型（如：panorama/other） ||| 0 河流，1 湖泊","day_quality_records, dc_survey_info, rs_wastewater_day_records, rs_wastewater_hour_records, rs_wastewater_month_records, rs_wastewater_standard, stg_sjtysj_cbwrwxtzlxxxt_p_handover_trans_detail_df, stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df, stg_ycsjtysj_sxhyzssj_data_ship_info_df, wm_directory, wt_warnparm_config",high,keep_original_comments_no_revision — train_only_with_table_context,不改写任何原始注释，不统一注释。训练时必须带 table_name/table_comment/schema context。
unit,3,单位 ||| 转运单位 ||| 面积单位,"rs_warn_records, stg_sjtysj_cbwrwxtzlxxxt_p_apply_detail_df, stg_sjtysj_cbwrwxtzlxxxt_p_ashore_apply_df, stg_sjtysj_cbwrwxtzlxxxt_p_trans_apply_df, wm_raster_inversion",high,keep_original_comments_no_revision — train_only_with_table_context,不改写任何原始注释，不统一注释。训练时必须带 table_name/table_comment/schema context。
