table_name,column_name,data_type,column_comment,table_comment,training_status,risk_level,reason
stg_sjtysj_cbwrwxtzlxxxt_p_trans_apply_df,recycle_remarks,character varying,回收备注,污染物转运处置表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sjtysj_cbwrwxtzlxxxt_p_trans_apply_df,apply_trans_pic,character varying,接收船舶申请转运照片,污染物转运处置表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sjtysj_cbwrwxtzlxxxt_p_trans_apply_df,car_trans_pic,character varying,车辆转运作业照片,污染物转运处置表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sjtysj_cbwrwxtzlxxxt_p_trans_apply_df,car_trans_remarks,character varying,转运车辆备注,污染物转运处置表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sjtysj_cbwrwxtzlxxxt_p_trans_apply_df,handle_pic,character varying,实际处置照片,污染物转运处置表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sjtysj_cbwrwxtzlxxxt_p_trans_apply_df,handle_remarks,character varying,实际处置备注,污染物转运处置表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sjtysj_cbwrwxtzlxxxt_p_trans_apply_df,process_pdf,character varying,处置pdf,污染物转运处置表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sjtysj_cbwrwxtzlxxxt_p_trans_apply_df,pdf_trans_img_url,character varying,转运时生成pdf转图片地址,污染物转运处置表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sjtysj_cbwrwxtzlxxxt_p_trans_apply_df,landing_time,timestamp without time zone,靠岸时间,污染物转运处置表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sjtysj_cbwrwxtzlxxxt_p_trans_apply_df,withdrawal_stats,character varying,撤回状态:1.待转运撤回，2.待转运修改,污染物转运处置表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sjtysj_cbwrwxtzlxxxt_p_trans_apply_df,wharf_mobile,character varying,码头联系方式,污染物转运处置表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sjtysj_cbwrwxtzlxxxt_p_trans_apply_df,trans_vo,character varying,船e行转运单证号,污染物转运处置表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sjtysj_cbwrwxtzlxxxt_p_trans_apply_df,process_vo,character varying,船e行处置单证号,污染物转运处置表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sjtysj_cbwrwxtzlxxxt_p_trans_apply_df,trans_vo_time,character varying,推送船e行转运时间,污染物转运处置表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sjtysj_cbwrwxtzlxxxt_p_trans_apply_df,process_vo_time,character varying,推送船e行处置时间,污染物转运处置表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sjtysj_cbwrwxtzlxxxt_p_trans_apply_df,delivery_subject_type,character varying,申请主体类型 4: 码头; 0:接收船舶,污染物转运处置表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sjtysj_cbwrwxtzlxxxt_p_trans_apply_df,delivery_subject_id,bigint,申请主体id,污染物转运处置表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sjtysj_cbwrwxtzlxxxt_p_trans_apply_df,confirm_trans_time,timestamp without time zone,确认转运时间,污染物转运处置表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sjtysj_cbwrwxtzlxxxt_p_trans_apply_df,confirm_process_time,timestamp without time zone,确认处置时间,污染物转运处置表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sjtysj_cbwrwxtzlxxxt_p_trans_apply_df,dt,character varying,分区日期,污染物转运处置表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sjtysj_cbwrwxtzlxxxt_p_wharf_storage_df,receive_company_name,character varying,接收船舶公司名,污染物码头存储表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sjtysj_cbwrwxtzlxxxt_p_wharf_storage_df,receive_ship_caption,character varying,接收船船长,污染物码头存储表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sjtysj_cbwrwxtzlxxxt_p_wharf_storage_df,receive_ship_caption_tel,character varying,接收船船长电话,污染物码头存储表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sjtysj_cbwrwxtzlxxxt_p_wharf_storage_df,confirm_date,timestamp without time zone,确认时间,污染物码头存储表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sjtysj_cbwrwxtzlxxxt_p_wharf_storage_df,remarks,character varying,备注,污染物码头存储表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sjtysj_cbwrwxtzlxxxt_p_wharf_storage_df,picture,character varying,图片地址,污染物码头存储表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sjtysj_cbwrwxtzlxxxt_p_wharf_storage_df,receive_area,character varying,接收水域,污染物码头存储表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sjtysj_cbwrwxtzlxxxt_p_wharf_storage_df,storage_order_pdf,character varying,存储联单地址,污染物码头存储表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sjtysj_cbwrwxtzlxxxt_p_wharf_storage_df,storage_order_img,character varying,存储联单图片地址,污染物码头存储表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sjtysj_cbwrwxtzlxxxt_p_wharf_storage_df,handover_trans_no,character varying,前置szy单单号（可空）,污染物码头存储表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sjtysj_cbwrwxtzlxxxt_p_wharf_storage_df,dt,character varying,分区日期,污染物码头存储表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_bas_base_df,bas_code,character varying,流域代码,流域基础信息,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_bas_base_df,bas_name,character varying,流域名称,流域基础信息,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_bas_base_df,parent_bas_code,character varying,父级流域代码,流域基础信息,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_bas_base_df,businessid,character varying,统一编码,流域基础信息,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_bas_base_df,low_left_long,numeric,左下角经度,流域基础信息,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_bas_base_df,low_left_lat,numeric,左下角纬度,流域基础信息,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_bas_base_df,up_right_long,numeric,右上角经度,流域基础信息,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_bas_base_df,up_right_lat,numeric,右上角纬度,流域基础信息,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_bas_base_df,cr_over_type,character varying,跨界类型 0未知 1跨国并跨省 2跨国 3跨省 4跨市 5跨县 6县界内,流域基础信息,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_bas_base_df,bas_ad_name,character varying,流域所属行政区,流域基础信息,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_bas_base_df,bas_grad,character varying,流域级别 1 一级流域 2二级流域 3三级流域 4四级流域 5五级流域 6六级流域 ..... .......以此类推,流域基础信息,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_bas_base_df,bas_area,numeric,流域面积,流域基础信息,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_bas_base_df,bas_source,character varying,流域来源：0-自然资源 1-流域治理划分流域,流域基础信息,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_bas_base_df,coordinates,character varying,地理坐标,流域基础信息,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_bas_base_df,optime,timestamp without time zone,操作时间,流域基础信息,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_bas_base_df,dt,character varying,分区日期,流域基础信息,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_wmst_base_df,wmst_code,character varying,监视点代码,影像监视点基础信息,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_wmst_base_df,wmst_name,character varying,监视点名称,影像监视点基础信息,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_wmst_base_df,businessid,character varying,统一编码,影像监视点基础信息,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_wmst_base_df,wmst_type,character varying,监视点类型(1-图像站 2-视频站),影像监视点基础信息,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_wmst_base_df,wmst_lon,numeric,监视点经度,影像监视点基础信息,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_wmst_base_df,wmst_lat,numeric,监视点纬度,影像监视点基础信息,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_wmst_base_df,wmst_xzc,character varying,监视点所在县镇村,影像监视点基础信息,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_wmst_base_df,wmst_loc,character varying,监视点所在位置(组),影像监视点基础信息,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_wmst_base_df,rv_name,character varying,所在河流名称,影像监视点基础信息,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_wmst_base_df,wmst_obj,character varying,监视对象(水库 河道 湖泊 电站 施工现场),影像监视点基础信息,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_wmst_base_df,object_code,character varying,监控对象编码,影像监视点基础信息,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_wmst_base_df,wmst_status,character varying,设备状态(0-离线 1-在线),影像监视点基础信息,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_wmst_base_df,sbcs,character varying,设备厂商,影像监视点基础信息,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_wmst_base_df,bmgs,character varying,编码格式,影像监视点基础信息,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_wmst_base_df,fbl,character varying,分辨率,影像监视点基础信息,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_wmst_base_df,ktjjfw,character varying,可调焦距范围,影像监视点基础信息,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_wmst_base_df,adminunit,character varying,管理单位,影像监视点基础信息,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_wmst_base_df,drctrdpt,character varying,主管部门,影像监视点基础信息,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_wmst_base_df,adm_dep,character varying,归口管理部门(1-水利部门 2-电力部门 3-农业部门 4-林业部门 5-城建部门 6-航运部门 7-环保部门 9-其他),影像监视点基础信息,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_wmst_base_df,region_source,character varying,组织来源分类,影像监视点基础信息,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_wmst_base_df,sfxs,character varying,是否显示：0-不显示 1-显示,影像监视点基础信息,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_wmst_base_df,optime,timestamp without time zone,操作时间,影像监视点基础信息,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_wmst_base_df,dt,character varying,分区日期,影像监视点基础信息,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sslhhpj_hbsxkqycszhslzhglptjsxm_rcm_rv_lk_res_df,obj_id,character varying,河流id/湖泊id/水库id,河湖库信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sslhhpj_hbsxkqycszhslzhglptjsxm_rcm_rv_lk_res_df,obj_type,character varying,河湖库类型,河湖库信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sslhhpj_hbsxkqycszhslzhglptjsxm_rcm_rv_lk_res_df,obj_code,character varying,河湖库编号,河湖库信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sslhhpj_hbsxkqycszhslzhglptjsxm_rcm_rv_lk_res_df,obj_name,character varying,河湖库名称,河湖库信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sslhhpj_hbsxkqycszhslzhglptjsxm_rcm_rv_lk_res_df,basin_id,character varying,流域id,河湖库信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sslhhpj_hbsxkqycszhslzhglptjsxm_rcm_rv_lk_res_df,iz_del,character varying,是否删除,河湖库信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sslhhpj_hbsxkqycszhslzhglptjsxm_rcm_rv_lk_res_df,water_system,character varying,水系,河湖库信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sslhhpj_hbsxkqycszhslzhglptjsxm_rcm_rv_lk_res_df,dt,character varying,分区日期,河湖库信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sslhhpj_hbsxkqycszhslzhglptjsxm_rel_st_source_df,st_code,character varying,监测站编码,监测站来源分类表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sslhhpj_hbsxkqycszhslzhglptjsxm_rel_st_source_df,atcunit,character varying,来源分类：水文，山洪，气象，中小水库，三峡库区,监测站来源分类表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sslhhpj_hbsxkqycszhslzhglptjsxm_rel_st_source_df,dt,character varying,分区日期,监测站来源分类表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sslhhpj_hbsxkqycszhslzhglptjsxm_warn_stcd_r_df,countywarnid,character varying,countywarnid,预警测站关联表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sslhhpj_hbsxkqycszhslzhglptjsxm_warn_stcd_r_df,warnid,character varying,预警id,预警测站关联表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sslhhpj_hbsxkqycszhslzhglptjsxm_warn_stcd_r_df,stcd,character varying,测站编码,预警测站关联表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sslhhpj_hbsxkqycszhslzhglptjsxm_warn_stcd_r_df,stwarnid,character varying,全局预警编码,预警测站关联表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sslhhpj_hbsxkqycszhslzhglptjsxm_warn_stcd_r_df,countystwarnid,character varying,测站预警编码,预警测站关联表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sslhhpj_hbsxkqycszhslzhglptjsxm_warn_stcd_r_df,dt,character varying,分区日期,预警测站关联表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,mp_cd,character varying,监测点代码,监测站(点)-取用水监测点基本信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,mp_nm,character varying,监测点名称,监测站(点)-取用水监测点基本信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,mp_addr,character varying,监测点地址,监测站(点)-取用水监测点基本信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,mp_item,character varying,监测项目,监测站(点)-取用水监测点基本信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,sour_tp,character varying,水源类型,监测站(点)-取用水监测点基本信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,is_auto,character varying,是否为直接监测,监测站(点)-取用水监测点基本信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,ts,timestamp without time zone,时间戳,监测站(点)-取用水监测点基本信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,nt,character varying,备注,监测站(点)-取用水监测点基本信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,is_argw,character varying,是否为纯农业用水,监测站(点)-取用水监测点基本信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,is_stat,character varying,是否参与统计(9:单独过滤掉的站点),监测站(点)-取用水监测点基本信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,use_type,character varying,用水类型,监测站(点)-取用水监测点基本信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,mon_g,character varying,监控级别,监测站(点)-取用水监测点基本信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,wi_type,character varying,取水特征类型,监测站(点)-取用水监测点基本信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,mon_rat,numeric,监控比例,监测站(点)-取用水监测点基本信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,use_dt,timestamp without time zone,投入使用日期,监测站(点)-取用水监测点基本信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,day_max,numeric,日最大取水能力,监测站(点)-取用水监测点基本信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,gq_tp,character varying,流量获取方式,监测站(点)-取用水监测点基本信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,isuse,character varying,是否启用: 0 停用 1 启用,监测站(点)-取用水监测点基本信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,phase,character varying,时期 1 表示一期工程(相应测站设站年月为2016年1月1日前的为一期工程) 2 表示二期工程,监测站(点)-取用水监测点基本信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,is_rep_dww,character varying,是否仅报送日水量,监测站(点)-取用水监测点基本信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,lon,character varying,经度,监测站(点)-取用水监测点基本信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,lat,character varying,纬度,监测站(点)-取用水监测点基本信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,dt,character varying,分区日期,监测站(点)-取用水监测点基本信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_ycsjtysj_sxhyzssj_base_channel_df,channel_start_point,character varying,航道起点,航道信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_ycsjtysj_sxhyzssj_base_channel_df,channel_end_point,character varying,航道终点,航道信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_ycsjtysj_sxhyzssj_base_channel_df,of_branch,character varying,所属支流,航道信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_ycsjtysj_sxhyzssj_base_channel_df,design_channel_mileage,character varying,规划航道里程(公里),航道信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_ycsjtysj_sxhyzssj_base_channel_df,delete_flag,bigint,逻辑删除标志位,航道信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_ycsjtysj_sxhyzssj_base_channel_df,dt,character varying,分区日期,航道信息表,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_ycsjtysj_sxhyzssj_base_channel_level_df,channel_id,bigint,航道id,航道按等级|县市区划分,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_ycsjtysj_sxhyzssj_base_channel_level_df,channel_river,character varying,航道河流名称,航道按等级|县市区划分,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_ycsjtysj_sxhyzssj_base_channel_level_df,channel_of_branch,character varying,航道所属支流,航道按等级|县市区划分,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_ycsjtysj_sxhyzssj_base_channel_level_df,level_num,bigint,航道等级,航道按等级|县市区划分,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_ycsjtysj_sxhyzssj_base_channel_level_df,mileage,numeric,里程,航道按等级|县市区划分,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_ycsjtysj_sxhyzssj_base_channel_level_df,dt,character varying,分区日期,航道按等级|县市区划分,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_ycsjtysj_sxhyzssj_base_ship_df,custom_ship_type,character varying,船舶类型(集装箱船/滚装船/货船/客船/清洁船/公务船),图层管理（船舶）KPI,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_ycsjtysj_sxhyzssj_base_ship_df,name_en,character varying,英文船名,图层管理（船舶）KPI,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_ycsjtysj_sxhyzssj_base_ship_df,name_cn,character varying,中文船名,图层管理（船舶）KPI,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_ycsjtysj_sxhyzssj_base_ship_df,ship_length,numeric,船长,图层管理（船舶）KPI,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_ycsjtysj_sxhyzssj_base_ship_df,ship_width,numeric,船宽,图层管理（船舶）KPI,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_ycsjtysj_sxhyzssj_base_ship_df,ship_left,numeric,左舷距,图层管理（船舶）KPI,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_ycsjtysj_sxhyzssj_base_ship_df,ship_trail,numeric,尾距,图层管理（船舶）KPI,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_ycsjtysj_sxhyzssj_base_ship_df,ship_draft,numeric,吃水,图层管理（船舶）KPI,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_ycsjtysj_sxhyzssj_base_ship_df,guest_amount,character varying,客位数,图层管理（船舶）KPI,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_ycsjtysj_sxhyzssj_base_ship_df,poll_scope,character varying,污染物接收范围（生活垃圾、生活垃圾，油污水）,图层管理（船舶）KPI,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_ycsjtysj_sxhyzssj_base_ship_df,org,character varying,所属机构,图层管理（船舶）KPI,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_ycsjtysj_sxhyzssj_base_ship_df,jxy_receive_ship_id,bigint,清洁船净小宜id,图层管理（船舶）KPI,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_ycsjtysj_sxhyzssj_base_ship_df,delete_flag,character varying,逻辑删除标志位,图层管理（船舶）KPI,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
stg_ycsjtysj_sxhyzssj_base_ship_df,dt,character varying,分区日期,图层管理（船舶）KPI,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
