table_schema,table_name,column_name,data_type,column_comment,table_comment,source,training_status,risk_level,reason
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_wmst_base_df,region_source,character varying,组织来源分类,影像监视点基础信息,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_wmst_base_df,sfxs,character varying,是否显示：0-不显示 1-显示,影像监视点基础信息,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_wmst_base_df,optype,character varying,操作类型(0-初始 1-新增 2-修改 3-删除),影像监视点基础信息,existing_comment,candidate_with_conflict_warning,medium,字段名 optype 在库内其他表中存在不同注释（2种）。保留原始注释，训练时需带表上下文。
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_wmst_base_df,source,character varying,"数据来源名称(数据中台,数据填报)",影像监视点基础信息,existing_comment,candidate_with_conflict_warning,medium,字段名 source 在库内其他表中存在不同注释（4种）。保留原始注释，训练时需带表上下文。
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_wmst_base_df,optime,timestamp without time zone,操作时间,影像监视点基础信息,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_att_wmst_base_df,dt,character varying,分区日期,影像监视点基础信息,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_rcm_rv_lk_res_df,id,character varying,主键id,河湖库信息表,existing_comment,candidate_with_conflict_warning,medium,字段名 id 在库内其他表中存在不同注释（10种）。保留原始注释，训练时需带表上下文。
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_rcm_rv_lk_res_df,obj_id,character varying,河流id/湖泊id/水库id,河湖库信息表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_rcm_rv_lk_res_df,obj_type,character varying,河湖库类型,河湖库信息表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_rcm_rv_lk_res_df,obj_code,character varying,河湖库编号,河湖库信息表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_rcm_rv_lk_res_df,obj_name,character varying,河湖库名称,河湖库信息表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_rcm_rv_lk_res_df,basin_id,character varying,流域id,河湖库信息表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_rcm_rv_lk_res_df,note,character varying,备注,河湖库信息表,existing_comment,candidate_with_conflict_warning,medium,字段名 note 在库内其他表中存在不同注释（3种）。保留原始注释，训练时需带表上下文。
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_rcm_rv_lk_res_df,sort_order,bigint,序号,河湖库信息表,existing_comment,candidate_with_conflict_warning,medium,字段名 sort_order 在库内其他表中存在不同注释（2种）。保留原始注释，训练时需带表上下文。
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_rcm_rv_lk_res_df,create_by,character varying,创建人,河湖库信息表,existing_comment,candidate_with_conflict_warning,medium,字段名 create_by 在库内其他表中存在不同注释（4种）。保留原始注释，训练时需带表上下文。
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_rcm_rv_lk_res_df,create_time,timestamp without time zone,创建时间,河湖库信息表,existing_comment,candidate_with_conflict_warning,medium,字段名 create_time 在库内其他表中存在不同注释（2种）。保留原始注释，训练时需带表上下文。
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_rcm_rv_lk_res_df,update_by,character varying,更新人,河湖库信息表,existing_comment,candidate_with_conflict_warning,medium,字段名 update_by 在库内其他表中存在不同注释（5种）。保留原始注释，训练时需带表上下文。
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_rcm_rv_lk_res_df,update_time,timestamp without time zone,更新时间,河湖库信息表,existing_comment,candidate_with_conflict_warning,medium,字段名 update_time 在库内其他表中存在不同注释（2种）。保留原始注释，训练时需带表上下文。
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_rcm_rv_lk_res_df,iz_del,character varying,是否删除,河湖库信息表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_rcm_rv_lk_res_df,water_system,character varying,水系,河湖库信息表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_rcm_rv_lk_res_df,dt,character varying,分区日期,河湖库信息表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_rel_st_source_df,st_code,character varying,监测站编码,监测站来源分类表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_rel_st_source_df,atcunit,character varying,来源分类：水文，山洪，气象，中小水库，三峡库区,监测站来源分类表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_rel_st_source_df,dt,character varying,分区日期,监测站来源分类表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_warn_stcd_r_df,countywarnid,character varying,countywarnid,预警测站关联表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_warn_stcd_r_df,warnid,character varying,预警id,预警测站关联表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_warn_stcd_r_df,stcd,character varying,测站编码,预警测站关联表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_warn_stcd_r_df,stwarnid,character varying,全局预警编码,预警测站关联表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_warn_stcd_r_df,countystwarnid,character varying,测站预警编码,预警测站关联表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_warn_stcd_r_df,dt,character varying,分区日期,预警测站关联表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,mp_cd,character varying,监测点代码,监测站(点)-取用水监测点基本信息表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,mp_nm,character varying,监测点名称,监测站(点)-取用水监测点基本信息表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,mp_addr,character varying,监测点地址,监测站(点)-取用水监测点基本信息表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,mp_item,character varying,监测项目,监测站(点)-取用水监测点基本信息表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,sour_tp,character varying,水源类型,监测站(点)-取用水监测点基本信息表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,is_auto,character varying,是否为直接监测,监测站(点)-取用水监测点基本信息表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,ts,timestamp without time zone,时间戳,监测站(点)-取用水监测点基本信息表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,nt,character varying,备注,监测站(点)-取用水监测点基本信息表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,is_argw,character varying,是否为纯农业用水,监测站(点)-取用水监测点基本信息表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,is_stat,character varying,是否参与统计(9:单独过滤掉的站点),监测站(点)-取用水监测点基本信息表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,use_type,character varying,用水类型,监测站(点)-取用水监测点基本信息表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,mon_g,character varying,监控级别,监测站(点)-取用水监测点基本信息表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,wi_type,character varying,取水特征类型,监测站(点)-取用水监测点基本信息表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,mon_rat,numeric,监控比例,监测站(点)-取用水监测点基本信息表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,use_dt,timestamp without time zone,投入使用日期,监测站(点)-取用水监测点基本信息表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,day_max,numeric,日最大取水能力,监测站(点)-取用水监测点基本信息表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,gq_tp,character varying,流量获取方式,监测站(点)-取用水监测点基本信息表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,isuse,character varying,是否启用: 0 停用 1 启用,监测站(点)-取用水监测点基本信息表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,phase,character varying,时期 1 表示一期工程(相应测站设站年月为2016年1月1日前的为一期工程) 2 表示二期工程,监测站(点)-取用水监测点基本信息表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,is_rep_dww,character varying,是否仅报送日水量,监测站(点)-取用水监测点基本信息表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,type,character varying,"取水管道类型（1.主管,2.备管,3.季节性取水）",监测站(点)-取用水监测点基本信息表,existing_comment,candidate_with_conflict_warning,medium,字段名 type 在库内其他表中存在不同注释（10种）。保留原始注释，训练时需带表上下文。
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,lon,character varying,经度,监测站(点)-取用水监测点基本信息表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,lat,character varying,纬度,监测站(点)-取用水监测点基本信息表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_sslhhpj_hbsxkqycszhslzhglptjsxm_wr_mp_b_df,dt,character varying,分区日期,监测站(点)-取用水监测点基本信息表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycsjtysj_sxhyzssj_base_channel_df,id,bigint,主键,航道信息表,existing_comment,candidate_with_conflict_warning,medium,字段名 id 在库内其他表中存在不同注释（10种）。保留原始注释，训练时需带表上下文。
public,stg_ycsjtysj_sxhyzssj_base_channel_df,channel_name,character varying,航道名,航道信息表,existing_comment,candidate_with_conflict_warning,medium,字段名 channel_name 在库内其他表中存在不同注释（2种）。保留原始注释，训练时需带表上下文。
public,stg_ycsjtysj_sxhyzssj_base_channel_df,river_name,character varying,河流名,航道信息表,existing_comment,candidate_with_conflict_warning,medium,字段名 river_name 在库内其他表中存在不同注释（3种）。保留原始注释，训练时需带表上下文。
public,stg_ycsjtysj_sxhyzssj_base_channel_df,channel_start_point,character varying,航道起点,航道信息表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycsjtysj_sxhyzssj_base_channel_df,channel_end_point,character varying,航道终点,航道信息表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycsjtysj_sxhyzssj_base_channel_df,of_branch,character varying,所属支流,航道信息表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycsjtysj_sxhyzssj_base_channel_df,design_channel_mileage,character varying,规划航道里程(公里),航道信息表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycsjtysj_sxhyzssj_base_channel_df,delete_flag,bigint,逻辑删除标志位,航道信息表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycsjtysj_sxhyzssj_base_channel_df,dt,character varying,分区日期,航道信息表,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycsjtysj_sxhyzssj_base_channel_level_df,id,bigint,主键,航道按等级|县市区划分,existing_comment,candidate_with_conflict_warning,medium,字段名 id 在库内其他表中存在不同注释（10种）。保留原始注释，训练时需带表上下文。
public,stg_ycsjtysj_sxhyzssj_base_channel_level_df,channel_id,bigint,航道id,航道按等级|县市区划分,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycsjtysj_sxhyzssj_base_channel_level_df,channel_name,character varying,航道名称,航道按等级|县市区划分,existing_comment,candidate_with_conflict_warning,medium,字段名 channel_name 在库内其他表中存在不同注释（2种）。保留原始注释，训练时需带表上下文。
public,stg_ycsjtysj_sxhyzssj_base_channel_level_df,channel_river,character varying,航道河流名称,航道按等级|县市区划分,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycsjtysj_sxhyzssj_base_channel_level_df,channel_of_branch,character varying,航道所属支流,航道按等级|县市区划分,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycsjtysj_sxhyzssj_base_channel_level_df,level,character varying,航道等级,航道按等级|县市区划分,existing_comment,candidate_with_conflict_warning,medium,字段名 level 在库内其他表中存在不同注释（3种）。保留原始注释，训练时需带表上下文。
public,stg_ycsjtysj_sxhyzssj_base_channel_level_df,level_num,bigint,航道等级,航道按等级|县市区划分,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycsjtysj_sxhyzssj_base_channel_level_df,mileage,numeric,里程,航道按等级|县市区划分,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycsjtysj_sxhyzssj_base_channel_level_df,area,character varying,县市区,航道按等级|县市区划分,existing_comment,candidate_with_conflict_warning,medium,字段名 area 在库内其他表中存在不同注释（9种）。保留原始注释，训练时需带表上下文。
public,stg_ycsjtysj_sxhyzssj_base_channel_level_df,dt,character varying,分区日期,航道按等级|县市区划分,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycsjtysj_sxhyzssj_base_ship_df,id,bigint,主键,图层管理（船舶）KPI,existing_comment,candidate_with_conflict_warning,medium,字段名 id 在库内其他表中存在不同注释（10种）。保留原始注释，训练时需带表上下文。
public,stg_ycsjtysj_sxhyzssj_base_ship_df,custom_ship_type,character varying,船舶类型(集装箱船/滚装船/货船/客船/清洁船/公务船),图层管理（船舶）KPI,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycsjtysj_sxhyzssj_base_ship_df,name_en,character varying,英文船名,图层管理（船舶）KPI,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycsjtysj_sxhyzssj_base_ship_df,name_cn,character varying,中文船名,图层管理（船舶）KPI,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycsjtysj_sxhyzssj_base_ship_df,ship_length,numeric,船长,图层管理（船舶）KPI,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycsjtysj_sxhyzssj_base_ship_df,ship_width,numeric,船宽,图层管理（船舶）KPI,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycsjtysj_sxhyzssj_base_ship_df,ship_left,numeric,左舷距,图层管理（船舶）KPI,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycsjtysj_sxhyzssj_base_ship_df,ship_trail,numeric,尾距,图层管理（船舶）KPI,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycsjtysj_sxhyzssj_base_ship_df,ship_draft,numeric,吃水,图层管理（船舶）KPI,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycsjtysj_sxhyzssj_base_ship_df,guest_amount,character varying,客位数,图层管理（船舶）KPI,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycsjtysj_sxhyzssj_base_ship_df,poll_scope,character varying,污染物接收范围（生活垃圾、生活垃圾，油污水）,图层管理（船舶）KPI,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycsjtysj_sxhyzssj_base_ship_df,org,character varying,所属机构,图层管理（船舶）KPI,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycsjtysj_sxhyzssj_base_ship_df,jxy_receive_ship_id,bigint,清洁船净小宜id,图层管理（船舶）KPI,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycsjtysj_sxhyzssj_base_ship_df,delete_flag,character varying,逻辑删除标志位,图层管理（船舶）KPI,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycsjtysj_sxhyzssj_base_ship_df,dt,character varying,分区日期,图层管理（船舶）KPI,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycsjtysj_sxhyzssj_data_coverage_wharf_df,id,bigint,主键,图层管理（码头）KPI,existing_comment,candidate_with_conflict_warning,medium,字段名 id 在库内其他表中存在不同注释（10种）。保留原始注释，训练时需带表上下文。
public,stg_ycsjtysj_sxhyzssj_data_coverage_wharf_df,wharf_type,character varying,码头类型(客运码头/货运码头/环保专业码头),图层管理（码头）KPI,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycsjtysj_sxhyzssj_data_coverage_wharf_df,build_scale,character varying,建设规模,图层管理（码头）KPI,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycsjtysj_sxhyzssj_data_coverage_wharf_df,shoreline_length,character varying,岸线长度,图层管理（码头）KPI,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycsjtysj_sxhyzssj_data_coverage_wharf_df,pass_power,character varying,设计年通过能力,图层管理（码头）KPI,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycsjtysj_sxhyzssj_data_coverage_wharf_df,pollutant_scope,character varying,污染物接收范围,图层管理（码头）KPI,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycsjtysj_sxhyzssj_data_coverage_wharf_df,wharf_name,character varying,码头简称,图层管理（码头）KPI,existing_comment,candidate_with_conflict_warning,medium,字段名 wharf_name 在库内其他表中存在不同注释（3种）。保留原始注释，训练时需带表上下文。
public,stg_ycsjtysj_sxhyzssj_data_coverage_wharf_df,wharf_full_name,character varying,码头全称,图层管理（码头）KPI,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycsjtysj_sxhyzssj_data_coverage_wharf_df,jxy_wharf_id,bigint,净小宜码头 id,图层管理（码头）KPI,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycsjtysj_sxhyzssj_data_coverage_wharf_df,longitude,character varying,经度,图层管理（码头）KPI,existing_comment,candidate_with_conflict_warning,medium,字段名 longitude 在库内其他表中存在不同注释（2种）。保留原始注释，训练时需带表上下文。
public,stg_ycsjtysj_sxhyzssj_data_coverage_wharf_df,latitude,character varying,纬度,图层管理（码头）KPI,existing_comment,candidate_with_conflict_warning,medium,字段名 latitude 在库内其他表中存在不同注释（2种）。保留原始注释，训练时需带表上下文。
public,stg_ycsjtysj_sxhyzssj_data_coverage_wharf_df,img_url,character varying,码头图片,图层管理（码头）KPI,existing_comment,candidate_with_conflict_warning,medium,字段名 img_url 在库内其他表中存在不同注释（2种）。保留原始注释，训练时需带表上下文。
public,stg_ycsjtysj_sxhyzssj_data_coverage_wharf_df,dt,character varying,分区日期,图层管理（码头）KPI,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycsjtysj_sxhyzssj_data_ship_info_df,mmsi,character varying,mmsi,图层管理（清洁船舶）KPI,existing_comment,candidate_with_conflict_warning,medium,字段名 mmsi 在库内其他表中存在不同注释（2种）。保留原始注释，训练时需带表上下文。
public,stg_ycsjtysj_sxhyzssj_data_ship_info_df,name,character varying,船名,图层管理（清洁船舶）KPI,existing_comment,candidate_with_conflict_warning,medium,字段名 name 在库内其他表中存在不同注释（14种）。保留原始注释，训练时需带表上下文。
public,stg_ycsjtysj_sxhyzssj_data_ship_info_df,cnname,character varying,中文船名,图层管理（清洁船舶）KPI,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycsjtysj_sxhyzssj_data_ship_info_df,type,character varying,船舶大类,图层管理（清洁船舶）KPI,existing_comment,candidate_with_conflict_warning,medium,字段名 type 在库内其他表中存在不同注释（10种）。保留原始注释，训练时需带表上下文。
public,stg_ycsjtysj_sxhyzssj_data_ship_info_df,jxy_receive_ship_id,bigint,清洁船净小宜id,图层管理（清洁船舶）KPI,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycsjtysj_sxhyzssj_data_ship_info_df,draught,character varying,吃水,图层管理（清洁船舶）KPI,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycsjtysj_sxhyzssj_data_ship_info_df,length,character varying,船长,图层管理（清洁船舶）KPI,existing_comment,candidate_with_conflict_warning,medium,字段名 length 在库内其他表中存在不同注释（2种）。保留原始注释，训练时需带表上下文。
public,stg_ycsjtysj_sxhyzssj_data_ship_info_df,width,character varying,船宽,图层管理（清洁船舶）KPI,existing_comment,candidate_with_conflict_warning,medium,字段名 width 在库内其他表中存在不同注释（2种）。保留原始注释，训练时需带表上下文。
public,stg_ycsjtysj_sxhyzssj_data_ship_info_df,type_other,character varying,船舶小类,图层管理（清洁船舶）KPI,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycsjtysj_sxhyzssj_data_ship_info_df,seat,character varying,座位数,图层管理（清洁船舶）KPI,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycsjtysj_sxhyzssj_data_ship_info_df,dt,character varying,分区日期,图层管理（清洁船舶）KPI,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,xh,character varying,数据唯一标识,污染源_基本信息,existing_comment,candidate_with_conflict_warning,medium,字段名 xh 在库内其他表中存在不同注释（3种）。保留原始注释，训练时需带表上下文。
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,entercode,character varying,符合HJ 608-2017第6部分的编码规则要求，用于标识唯一固定污染源,污染源_基本信息,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,entername,character varying,固定源名称,污染源_基本信息,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,companyname,character varying,固定源对应的企业名称,污染源_基本信息,existing_comment,candidate_with_conflict_warning,medium,字段名 companyname 在库内其他表中存在不同注释（2种）。保留原始注释，训练时需带表上下文。
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,tyshxydm,character varying,统一社会信用代码,污染源_基本信息,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,corpcode,character varying,组织机构代码,污染源_基本信息,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,registrationid,character varying,税务注册号,污染源_基本信息,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,licensenum,character varying,排污许可证代码,污染源_基本信息,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,code_region,character varying,符合GB/T 2260-2019行政区代码表,污染源_基本信息,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,regionname,character varying,符合GB/T 2260-2019行政区代码表,污染源_基本信息,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
public,stg_ycssthjj_ltwsjgpt_t_sjzx_wry_jbxx_df,sssf,character varying,符合GB/T 2260-2019行政区代码表，如：440000,污染源_基本信息,existing_comment,candidate_safe,low,字段已有注释，无同名字段冲突，可安全纳入训练候选。
